workclass,education,marital_status,occupation,relationship,race,sex,native_country,age_bin,education_years_bin,hours_bin,high_income
Private,somecollege,Widowed,Craft-repair,Unmarried,White,Male,Mexico,35-44,9-12,standard_40,>50K
Private,pre-college,Divorced,Other-service,Not-in-family,White,Male,Cuba,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,somecollege,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Never-married,Other-service,Unmarried,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Prof-specialty,Not-in-family,White,Female,Mexico,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Craft-repair,Own-child,White,Male,Mexico,35-44,9-12,standard_40,<=50K
Federal-gov,somecollege,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Tech-support,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,prof_doctorate,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Never-married,Sales,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Machine-op-inspct,Other-relative,Other,Female,Ecuador,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Craft-repair,Unmarried,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Other-service,Wife,White,Female,Cuba,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Sales,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Other-service,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Widowed,Sales,Other-relative,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico,35-44,9-12,standard_40,<=50K
Local-gov,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-inc,college,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Divorced,Farming-fishing,Unmarried,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Other-service,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Divorced,Adm-clerical,Unmarried,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Sales,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Federal-gov,somecollege,Divorced,Adm-clerical,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Local-gov,college,Never-married,Prof-specialty,Own-child,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,35-44,9-12,standard_40,>50K
Private,college,Never-married,Adm-clerical,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Sales,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Separated,Exec-managerial,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-inc,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Never-married,Prof-specialty,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Separated,Sales,Unmarried,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Local-gov,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-inc,somecollege,Widowed,Sales,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Separated,Adm-clerical,Unmarried,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Handlers-cleaners,Unmarried,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Tech-support,Not-in-family,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Never-married,Exec-managerial,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Prof-specialty,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,35-44,9-12,standard_40,>50K
Private,college,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Sales,Wife,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Sales,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Transport-moving,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,Dominican-Republic,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Adm-clerical,Other-relative,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Sales,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Machine-op-inspct,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Other-service,Wife,White,Female,El-Salvador,35-44,9-12,standard_40,<=50K
Private,pre-college,Divorced,Craft-repair,Not-in-family,White,Male,England,35-44,9-12,standard_40,<=50K
Self-emp-inc,college,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,South,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Divorced,Sales,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Divorced,Other-service,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Exec-managerial,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Sales,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,somecollege,Separated,Craft-repair,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Federal-gov,prof_doctorate,Never-married,Prof-specialty,Not-in-family,Black,Female,United-States,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Married-civ-spouse,Other-service,Husband,Black,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Adm-clerical,Wife,Black,Female,United-States,35-44,9-12,standard_40,>50K
Self-emp-inc,college,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Federal-gov,college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Local-gov,somecollege,Widowed,Adm-clerical,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,prof_doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Transport-moving,Husband,White,Male,Philippines,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,college,Never-married,Transport-moving,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Local-gov,college,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Sales,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Local-gov,college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico,35-44,9-12,standard_40,<=50K
Private,college,Widowed,Prof-specialty,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,somecollege,Widowed,Prof-specialty,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,Vietnam,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,pre-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,somecollege,Widowed,Other-service,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Federal-gov,pre-college,Married-civ-spouse,Armed-Forces,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Transport-moving,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Other-service,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,35-44,9-12,standard_40,>50K
Local-gov,college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,prof_doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Local-gov,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,Mexico,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Exec-managerial,Wife,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Never-married,Craft-repair,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,college,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Tech-support,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,pre-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Widowed,Other-service,Unmarried,White,Female,Mexico,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,prof_doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,college,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
